Код,Наименование,Категория,Махсулот,Размер,Ед изм,Модел булим
8195,XJ-3062-v3178,Халат 3/4 большой пуговица,Красный пуговица халат 3/4,44-54,шт,Bahor - Yoz
8313,XJ-3062-v3403,Халат 3/4 большой пуговица,Красный пуговица халат 3/4,44-54,шт,Bahor - Yoz
8337,Xj-3062-v3472,Халат 3/4 большой пуговица,Средный горох пуговица халат 3/4,44-54,шт,Bahor - Yoz
8499,Xj-3062-v3627,Халат 3/4 большой пуговица,Оранжевый большой пуговица халат,44-54,шт,Bahor - Yoz
8533,Xj-3062-v3658,Халат 3/4 большой пуговица,Т-синий 3/4 болшой пуговица халат,44-54,шт,Bahor - Yoz
8629,xj-3062-v3796,Халат 3/4 большой пуговица,Пуговица халат 3/4,44-54,шт,Bahor - Yoz
8645,Xj-3062-v3812,Халат 3/4 большой пуговица,Фиолетвый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8649,Xj-3062-v3811,Халат 3/4 большой пуговица,Красный с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8661,Xj-3062-v3817,Халат 3/4 большой пуговица,Оранжевый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8662,Xj-3062-v3825,Халат 3/4 большой пуговица,Жёлтый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8676,Xj-3062-v3840,Халат 3/4 большой пуговица,Жёлтый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8682,Xj-3062-v3845,Халат 3/4 большой пуговица,Бордовый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8712,Xj-3062-v3852,Халат 3/4 большой пуговица,Бордовый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8721,Xj-3062-v3800,Халат 3/4 большой пуговица,Зелённый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8727,Xj-3062-v3895,Халат 3/4 большой пуговица,Оранжевый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8733,Xj-3107-v3854,Халат 3/4 большой пуговица,Коричневый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8735,Xj-3107-v3853,Халат 3/4 большой пуговица,Малиновый с большой пуговица 3/4 халат,44-54,шт,Kuz - Qish
8758,Xj-3062-v3920,Халат 3/4 большой пуговица,Малиновый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8764,Xj-3062-v3934,Халат 3/4 большой пуговица,Синий с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8794,Xj-3062-v3887,Халат 3/4 большой пуговица,Фиолетвый с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8807,Xj-3062-v3892,Халат 3/4 большой пуговица,Синий с большой пуговица 3/4 халат,44-54,шт,Bahor - Yoz
8815,xj-3062-v3977,Халат 3/4 большой пуговица,Синий Пугоивца халат 3/4,44-54,шт,Bahor - Yoz
8827,xJ-3062-v3908,Халат 3/4 большой пуговица,Голубой Пуговица халат 3/4,44-54,шт,Bahor - Yoz
8833,XJ-3062-v3851,Халат 3/4 большой пуговица,Кормичневый пуговица халат 3/4,44-54,шт,Bahor - Yoz
8834,xj-3062-v4002,Халат 3/4 большой пуговица,Хаки пуговица халат 3/4,44-54,шт,Bahor - Yoz
8845,XJ-3062-v3978,Халат 3/4 большой пуговица,Бабочка пуговица халат 3/4,44-54,шт,Bahor - Yoz
8847,XJ-3062-v3860,Халат 3/4 большой пуговица,Зелёный пуговица халат 3/4,44-54,шт,Bahor - Yoz
8852,Xj-3062-v3983,Халат 3/4 большой пуговица,Розовый пуговица халат 3/4,44-54,шт,Bahor - Yoz
8866,xj-3062-v3984,Халат 3/4 большой пуговица,Синий пуговица халат 3/4,44-54,шт,Bahor - Yoz
8877,xj-3062-v3981,Халат 3/4 большой пуговица,Фиолетовый пуговица халат 3/4,44-54,шт,Bahor - Yoz
8887,Xj-3109-v3974,Халат 3/4 большой пуговица,Максмара пуговица халат 3/4,46-56,шт,Bahor - Yoz
8888,xj-3109-v3976,Халат 3/4 большой пуговица,Максмара пуговица халат 3/4,46-56,шт,Bahor - Yoz
8890,xj-3062-v3907,Халат 3/4 большой пуговица,Зелёный пуговица халат 3/4,44-54,шт,Bahor - Yoz
8904,xj-3062-v3811,Халат 3/4 большой пуговица,Синий пугоивца халат 3/4,44-54,шт,Bahor - Yoz
8907,Xj-3109-v3975,Халат 3/4 большой пуговица,Максмара пуговица халат 3/4,46-56,шт,Bahor - Yoz
8932,xj-3062-v3903,Халат 3/4 большой пуговица,Роза оранжевый пуговица халат 3/4,44-54,шт,Bahor - Yoz
9049,xj-3116-v4173,Халат 3/4 большой пуговица,Роза оранжевый пуговица халат 3/4,44-54,шт,Bahor - Yoz
9072,xj-3116-v4224,Халат 3/4 большой пуговица,Вишня красный пуговица халат 3/4,44-54,шт,Bahor - Yoz
9082,xj-3062-v3844,Халат 3/4 большой пуговица,Чёрный пуговица халат 3/4,44-54,шт,Bahor - Yoz
5846,XJ-3021-v307,Халат 3/4 рук,Инфинитий пуговица халат 3/4,48-58,шт,Bahor - Yoz
5881,XJ-3013-v001,Халат 3/4 рук,Инфинитий чёрный пуговица кружева халат 3/4,46-56,шт,Bahor - Yoz
5885,XJ-3013-v392,Халат 3/4 рук,Средный горох с воротником пуговица халат 3/4,46-56,шт,Bahor - Yoz
5913,XJ-3021-v168,Халат 3/4 рук,Средный горох пуговица полоса халат 3/4,48-58,шт,Bahor - Yoz
5919,XJ-3014-v369,Халат 3/4 рук,Хакки ромашка пуговица с воротником халат 3/4,46-56,шт,Bahor - Yoz
5920,XJ-3013-v384,Халат 3/4 рук,Жёлтый ромашка с воротником пуговица халат 3/4,46-56,шт,Bahor - Yoz
5936,XJ-3003-v373,Халат 3/4 рук,Мини шарик пуговица халат 3/4,48-58,шт,Bahor - Yoz
5952,xj-3014-v367,Халат 3/4 рук,Жёлтый ромашка с воротником халат 3/4,46-56,шт,Bahor - Yoz
5973,XJ-3014-v409,Халат 3/4 рук,Мини смородина с воротником халат 3/4,46-56,шт,Bahor - Yoz
6006,XJ-3014-v530,Халат 3/4 рук,Роза хаки с воротником пуговица халат 3/4,46-56,шт,Bahor - Yoz
6049,XJ-3020-v1,Халат 3/4 рук,Мини горох лимон 3/4 рукава,48-58,шт,Bahor - Yoz
6068,XJ-3040-v702,Халат 3/4 рук,Мини горох пуговица халат 3/4,44-54,шт,Bahor - Yoz
6144,XJ-3034-v779,Халат 3/4 рук,Зелёный роза с воротником пуговица халат к/р,46-56,шт,Bahor - Yoz
6912,XJ-3058-v1740,Халат 3/4 рук,Мини горох лимон пуговица халат 3/4,48-58,шт,Bahor - Yoz
6934,XJ-3055-v1678,Халат 3/4 рук,Инфинитий чёрный пуговица халат 3/4,48-58,шт,Bahor - Yoz
6943,XJ-3056-v1687,Халат 3/4 рук,Средный горох жёлтый пуговица халат 3/4,48-58,шт,Bahor - Yoz
6944,XJ-3003-v1726,Халат 3/4 рук,Рязка хаки пуговица халат 3/4,48-58,шт,Bahor - Yoz
6948,XJ-3055-v1683,Халат 3/4 рук,Мини горох белый треугольник пуговица халат 3/4,48-58,шт,Bahor - Yoz
6949,XJ-3055-v1671,Халат 3/4 рук,Горох жёлтый треугольник пуговица халат 3/4,48-58,шт,Bahor - Yoz
6971,XJ-3056-v1689,Халат 3/4 рук,Средный горох горчичный пуговица халат 3/4,48-58,шт,Bahor - Yoz
7006,Xj-3060-v1774,Халат 3/4 рук,Синий пуговица халат 3/4,46-56,шт,Bahor - Yoz
7009,XJ-3056-v1688,Халат 3/4 рук,Средный горох пуговица халат 3/4,48-58,шт,Bahor - Yoz
7117,XJ-3060-v1774,Халат 3/4 рук,Синий роза пуговица халат 3/4,46-56,шт,Bahor - Yoz
7144,XJ-3064-v1906,Халат 3/4 рук,Золота листь пуговица халат 3/4,48-58,шт,Bahor - Yoz
7166,xj-3064-v1929,Халат 3/4 рук,Рязка кружева пуговица халат 3/4,48-58,шт,Bahor - Yoz
7219,XJ-3003-v2005,Халат 3/4 рук,Рязка жёлтый пуговица халат 3/4,48-58,шт,Bahor - Yoz
7242,XJ-3058-v2045,Халат 3/4 рук,Гранат пуговица мини горох 3/4 халат,46-56,шт,Bahor - Yoz
7300,XJ-3064-v2027,Халат 3/4 рук,Золота листь пуговица халат 3/4,48-58,шт,Bahor - Yoz
7309,xj-3055-v1684,Халат 3/4 рук,Мини горох жёлтый пуговица халат 3/4,48-58,шт,Bahor - Yoz
7345,XJ-3003-v2344,Халат 3/4 рук,Фенди пуговица халат 3/4,48-58,шт,Bahor - Yoz
7379,XJ-3072-v2245,Халат 3/4 рук,Роза оранжевый с воротником пуговица халат 3/4,46-56,шт,Bahor - Yoz
7414,TJ-2095-v2219,Халат 3/4 рук,Клетка с воротником пуговица рубашка 3/4,46-56,шт,Bahor - Yoz
7485,XJ-3072-v2244,Халат 3/4 рук,Роза серый с воротником пуговица халат 3/4,46-56,шт,Bahor - Yoz
7527,XJ-3074-v2285,Халат 3/4 рук,Роза красный с воротником пуговица халат 3/4,46-56,шт,Bahor - Yoz
7559,Xj-3074-v2284,Халат 3/4 рук,Роза зелёный с воротником туника 3/4,46-56,шт,Bahor - Yoz
7601,XJ-3071-v2216,Халат 3/4 рук,Рязка зелёный кружева пуговица халат 3/4,48-58,шт,Bahor - Yoz
7638,XJ-3055-v1684,Халат 3/4 рук,Мини горох жёлтый пуговица халат 3/4,48-58,шт,Kuz - Qish
7668,XJ-3061-v1773,Халат 3/4 рук,Мини горох с воротником халат 3/4,50-60,шт,Bahor - Yoz
8624,Xj-3101-v3759,Халат 3/4 рук,Фыолетвый 3/4 халат,44-54,шт,Bahor - Yoz
8632,Xj-3003-v3793,Халат 3/4 рук,Горох с пуговица 3/4 халат,48-58,шт,Bahor - Yoz
8637,Xj-3101-v3761,Халат 3/4 рук,Оранжевый 3/4 халат,44-54,шт,Bahor - Yoz
8678,Xj-3098-v3772,Халат 3/4 рук,Малиновый с пуговица 3/4 халат,46-56,шт,Bahor - Yoz
8686,Xj-3074-v3744,Халат 3/4 рук,Оранжевый Халат с кружевами на пуговицах 3/4,46-56,шт,Bahor - Yoz
8698,Xj-3098-v3746,Халат 3/4 рук,Оранжевый с пуговица 3/4 халат,46-56,шт,Bahor - Yoz
8701,Xj-3101-v3795,Халат 3/4 рук,Синий 3/4 халат,44-54,шт,Bahor - Yoz
8728,Xj-3074-v3849,Халат 3/4 рук,Зелённый с воротником 3/4 халат,46-56,шт,Bahor - Yoz
8801,Xj-3108-v3948,Халат 3/4 рук,Оранжевый с пуговица 3/4 халат,46-56,шт,Bahor - Yoz
8810,Xj-3098-v3777,Халат 3/4 рук,Синий с пуговица 3/4 халат,46-56,шт,Bahor - Yoz
5889,XJ-3016-v01,Халат к/р,Мор полоса пуговица халат к/р,46-54,шт,Bahor - Yoz
5914,XJ-3004-v386,Халат к/р,Мини горох с воротником пуговица халат к/р,48-58,шт,Bahor - Yoz
5921,XJ-3031-v309,Халат к/р,Средный горох руговица халат к/р,46-56,шт,Bahor - Yoz
5926,XJ-3016-v207,Халат к/р,Чёрный полоса пуговица халат к/р,46-54,шт,
5927,XJ-3016-v211,Халат к/р,Коричневый полоса пуговица халат к/р,46-54,шт,Bahor - Yoz
5930,XJ-3016-v2,Халат к/р,Бордовый полоса пуговица халат к/р,46-56,шт,Bahor - Yoz
5940,XJ-3016-v209,Халат к/р,Т-синий пуговица полоса халат к/р,46-56,шт,Bahor - Yoz
5948,XJ-3023-v178,Халат к/р,Оранжевый пуговица кружева халат к/р,44-52,шт,Bahor - Yoz
6069,XJ-3033-v419,Халат к/р,Мини горох апелсин пуговица халат к/р,48-56,шт,Bahor - Yoz
6074,XJ-3033-419,Халат к/р,Мини горох лимон пуговица халат к/р,46-56,шт,Bahor - Yoz
6115,xj-3031-v353,Халат к/р,Мини горох пуговица халат,50-60,шт,Bahor - Yoz
6168,XJ-3039-v778,Халат к/р,Золота замок кружева халат к/р,50-60,шт,Bahor - Yoz
6199,XJ-3042-v821,Халат к/р,Квадрат зелёный пуговица халат к/р,48-58,шт,Bahor - Yoz
6224,XJ-3034-v684,Халат к/р,Зелёный роза с воротником пуговица халат к/р,46-56,шт,Bahor - Yoz
6316,XJ-3033-v925,Халат к/р,Мини горох лимон пуговица халат к/р,46-56,шт,Bahor - Yoz
6570,XJ-3034-v429,Халат к/р,Фенди бордовый с воротником пуговица халат к/р,46-56,шт,Bahor - Yoz
6700,XJ-3050-v1497,Халат к/р,Фиолетовый пуговица кружева халат к/р,46-54,шт,Bahor - Yoz
6727,XJ-3049-v1464,Халат к/р,Квадрат пуговица халат к/р,48-58,шт,Bahor - Yoz
6737,XJ-3046-v1386,Халат к/р,Пламя с воротником пуговица халат к/р,44-52,шт,Bahor - Yoz
